brind,startT,endT,commTime,commStart,commEnd
1198,,,2008-05-04 10:06:29,,
1198,,,,2008-05-04 10:10:37,2008-05-04 10:10:39
1198,,,,2008-05-04 10:53:06,2008-05-04 10:54:45
1152,2008-05-04 10:55:01,2008-05-04 13:02:29,,,
1152,,,2008-05-04 10:55:01,,
1152,,,,2008-05-04 11:43:43,2008-05-04 11:46:08
1152,,,2008-05-04 12:23:22,,
1152,,,2008-05-04 12:40:10,,
1152,,,,2008-05-04 13:02:05,2008-05-04 13:02:29
1041,2008-05-05 11:59:34,2008-05-05 12:10:45,,,
1041,,,2008-05-05 11:59:34,,
1041,,,2008-05-05 12:10:45,,
1015,2008-05-05 12:16:06,2008-05-05 12:23:00,,,
1015,,,2008-05-05 12:16:06,,
1015,2008-05-05 12:23:00,2008-05-05 12:26:31,,,
1015,,,2008-05-05 12:23:00,,
1015,,,2008-05-05 12:26:31,,
1142,2008-05-06 08:37:12,2008-05-06 08:43:29,,,
1142,,,2008-05-06 08:37:12,,
1142,,,2008-05-06 08:43:29,,
1050,2008-05-06 08:59:02,2008-05-06 09:04:59,,,
1050,,,2008-05-06 08:59:02,,
1050,,,2008-05-06 09:04:59,,
1095,2008-05-06 09:15:48,2008-05-06 09:19:38,,,
1095,,,2008-05-06 09:15:48,,
1095,,,2008-05-06 09:19:38,,
1049,2008-05-06 09:45:38,2008-05-06 09:50:19,,,
1049,,,2008-05-06 09:45:38,,
1049,,,2008-05-06 09:50:19,,
1177,2008-05-06 10:03:47,2008-05-06 10:09:16,,,
1177,,,2008-05-06 10:03:47,,
1177,2008-05-06 10:09:16,2008-05-06 12:29:30,,,
1177,,,2008-05-06 10:09:16,,
1177,,,,2008-05-06 10:51:55,2008-05-06 10:53:27
1177,,,2008-05-06 11:36:02,,
1177,,,,2008-05-06 12:26:35,2008-05-06 12:29:30
1001,2008-05-06 10:17:04,2008-05-06 10:29:14,,,
1001,,,2008-05-06 10:17:04,,
1001,,,2008-05-06 10:29:14,,
1060,2008-05-06 11:53:04,2008-05-06 12:03:25,,,
1060,,,2008-05-06 11:53:04,,
1060,,,2008-05-06 12:03:25,,
1067,2008-05-06 12:04:42,2008-05-06 12:14:54,,,
1067,,,2008-05-06 12:04:42,,
1067,,,2008-05-06 12:14:54,,
1120,2008-05-06 12:14:45,2008-05-06 12:34:39,,,
1120,,,2008-05-06 12:14:45,,
1120,,,2008-05-06 12:34:39,,
1038,2008-05-06 13:58:37,2008-05-06 14:02:29,,,
1038,,,2008-05-06 13:58:37,,
1038,,,2008-05-06 14:02:29,,
1039,2008-05-06 14:08:29,2008-05-06 14:13:36,,,
1039,,,2008-05-06 14:08:29,,
1039,,,2008-05-06 14:13:36,,
1014,2008-05-06 14:39:59,2008-05-06 14:46:12,,,
1014,,,2008-05-06 14:39:59,,
1014,,,2008-05-06 14:46:12,,
1229,2008-05-06 15:50:52,2008-05-06 16:12:19,,,
1229,,,2008-05-06 15:50:52,,
1229,,,2008-05-06 16:12:19,,
1091,2008-05-05 10:26:50,2008-05-05 12:54:53,,,
1091,,,2008-05-05 10:26:50,,
1091,,,2008-05-05 11:20:39,,
1091,,,2008-05-05 11:25:46,,
1091,,,,2008-05-05 12:53:18,2008-05-05 12:54:53
1090,2008-05-06 08:35:06,2008-05-06 09:07:32,,,
1090,,,2008-05-06 08:35:06,,
1090,,,,2008-05-06 09:07:23,2008-05-06 09:07:32
1057,2008-05-06 11:35:15,2008-05-06 11:35:29,,,
1057,,,,2008-05-06 11:35:15,2008-05-06 11:35:29
1057,2008-05-06 11:35:29,2008-05-06 11:42:56,,,
1057,,,,2008-05-06 11:42:53,2008-05-06 11:42:56
1119,2008-05-06 12:34:23,2008-05-06 15:39:28,,,
1119,,,2008-05-06 12:34:23,,
1119,,,2008-05-06 13:18:18,,
1119,,,2008-05-06 14:23:10,,
1119,,,,2008-05-06 14:26:16,2008-05-06 14:27:21
1119,,,,2008-05-06 15:35:08,2008-05-06 15:39:28
1004,2008-05-06 14:08:04,2008-05-06 14:08:11,,,
1004,,,,2008-05-06 14:08:04,2008-05-06 14:08:11
1004,2008-05-06 14:08:11,2008-05-06 14:13:34,,,
1004,,,2008-05-06 14:13:34,,
1036,2008-05-06 15:39:44,2008-05-06 18:24:31,,,
1036,,,2008-05-06 15:39:44,,
1036,,,2008-05-06 16:56:08,,
1036,,,2008-05-06 17:24:33,,
1036,,,,2008-05-06 18:19:55,2008-05-06 18:24:31
1092,2008-05-05 10:27:01,2008-05-05 10:41:36,,,
1092,,,2008-05-05 10:27:01,,
1092,,,2008-05-05 10:41:36,,
1201,2008-05-05 10:42:36,2008-05-05 11:02:29,,,
1201,,,2008-05-05 10:42:36,,
1201,,,2008-05-05 10:45:55,,
1201,,,2008-05-05 11:02:29,,
1016,2008-05-05 12:16:14,2008-05-05 12:22:56,,,
1016,,,2008-05-05 12:16:14,,
1016,,,2008-05-05 12:22:56,,
1136,2008-05-06 08:36:33,2008-05-06 11:31:09,,,
1136,,,2008-05-06 08:36:33,,
1136,,,2008-05-06 09:35:55,,
1136,,,,2008-05-06 09:42:28,2008-05-06 09:45:05
1136,,,2008-05-06 10:40:26,,
1136,,,,2008-05-06 10:50:57,2008-05-06 10:51:46
1136,,,2008-05-06 11:23:05,,
1136,,,,2008-05-06 11:27:54,2008-05-06 11:31:09
1019,2008-05-06 14:24:45,2008-05-06 14:50:04,,,
1019,,,2008-05-06 14:24:45,,
1019,,,,2008-05-06 14:48:44,2008-05-06 14:50:04
1031,2008-05-06 14:50:18,2008-05-06 17:05:07,,,
1031,,,2008-05-06 14:50:18,,
1031,,,2008-05-06 15:53:59,,
1031,,,,2008-05-06 16:58:10,2008-05-06 17:05:07
1094,2008-05-05 10:27:11,2008-05-05 10:41:36,,,
1094,,,2008-05-05 10:27:11,,
1094,,,2008-05-05 10:41:36,,
1206,2008-05-05 10:42:57,2008-05-05 10:46:02,,,
1206,,,2008-05-05 10:42:57,,
1206,,,2008-05-05 10:46:02,,
1190,2008-05-05 10:57:50,2008-05-05 13:05:54,,,
1190,,,2008-05-05 10:57:50,,
1190,,,,2008-05-05 11:26:49,2008-05-05 11:30:59
1190,,,,2008-05-05 13:03:26,2008-05-05 13:05:54
1063,2008-05-06 11:46:56,2008-05-06 14:25:56,,,
1063,,,2008-05-06 11:46:56,,
1063,,,,2008-05-06 12:59:41,2008-05-06 13:02:21
1063,,,,2008-05-06 13:52:30,2008-05-06 13:58:17
1063,,,2008-05-06 14:25:56,,
1224,2008-05-06 13:58:53,2008-05-06 14:04:12,,,
1224,,,2008-05-06 13:58:53,,
1224,,,2008-05-06 14:04:12,,
1228,2008-05-06 14:04:35,2008-05-06 18:13:17,,,
1228,,,2008-05-06 14:04:35,,
1228,,,2008-05-06 15:03:27,,
1228,,,2008-05-06 16:11:42,,
1228,,,2008-05-06 16:26:30,,
1228,,,,2008-05-06 17:22:11,2008-05-06 17:23:31
1228,,,,2008-05-06 18:08:24,2008-05-06 18:13:17
1100,2008-05-05 10:27:22,2008-05-05 10:53:06,,,
1100,,,2008-05-05 10:27:22,,
1100,,,,2008-05-05 10:53:02,2008-05-05 10:53:06
1155,2008-05-05 10:53:49,2008-05-05 12:26:10,,,
1155,,,2008-05-05 10:53:49,,
1155,,,,2008-05-05 12:23:46,2008-05-05 12:26:10
1077,2008-05-06 08:34:00,2008-05-06 10:50:40,,,
1077,,,2008-05-06 08:34:00,,
1077,,,2008-05-06 09:19:26,,
1077,,,2008-05-06 10:05:48,,
1077,,,2008-05-06 10:09:03,,
1077,,,,2008-05-06 10:47:57,2008-05-06 10:50:40
1088,2008-05-06 08:34:48,2008-05-06 08:34:56,,,
1088,,,2008-05-06 08:34:48,,
1088,2008-05-06 08:34:56,2008-05-06 11:22:27,,,
1088,,,2008-05-06 08:34:56,,
1088,,,2008-05-06 09:35:04,,
1088,,,,2008-05-06 10:20:27,2008-05-06 10:23:13
1088,,,2008-05-06 11:19:29,,
1088,,,,2008-05-06 11:22:21,2008-05-06 11:22:27
1040,2008-05-06 10:53:59,2008-05-06 13:32:50,,,
1040,,,2008-05-06 10:53:59,,
1040,,,2008-05-06 11:36:20,,
1040,,,,2008-05-06 12:30:04,2008-05-06 12:31:36
1040,,,,2008-05-06 13:30:01,2008-05-06 13:32:50
1232,2008-05-06 14:40:39,2008-05-06 14:46:45,,,
1232,,,2008-05-06 14:40:39,,
1232,,,2008-05-06 14:46:45,,
1025,2008-05-06 14:46:55,2008-05-06 14:54:07,,,
1025,,,2008-05-06 14:46:55,,
1025,,,2008-05-06 14:54:07,,
1043,2008-05-06 14:54:20,2008-05-06 17:22:00,,,
1043,,,2008-05-06 14:54:20,,
1043,,,2008-05-06 16:02:57,,
1043,,,2008-05-06 16:22:53,,
1043,,,,2008-05-06 17:18:04,2008-05-06 17:22:00
1101,2008-05-05 10:27:49,2008-05-05 10:55:55,,,
1101,,,2008-05-05 10:27:49,,
1101,,,,2008-05-05 10:55:24,2008-05-05 10:55:55
1192,2008-05-05 10:57:29,2008-05-05 11:53:29,,,
1192,,,2008-05-05 10:57:29,,
1192,,,,2008-05-05 11:50:24,2008-05-05 11:53:29
1152,2008-05-05 11:54:10,2008-05-05 11:54:55,,,
1152,,,,2008-05-05 11:54:10,2008-05-05 11:54:55
1152,2008-05-05 11:54:55,2008-05-05 12:14:57,,,
1152,,,2008-05-05 12:14:57,,
1086,2008-05-05 12:11:10,2008-05-05 12:23:14,,,
1086,,,2008-05-05 12:11:10,,
1086,,,2008-05-05 12:23:14,,
1017,2008-05-05 12:23:24,2008-05-05 14:25:08,,,
1017,,,2008-05-05 12:23:24,,
1017,,,,2008-05-05 14:21:38,2008-05-05 14:25:08
1080,2008-05-06 08:34:12,2008-05-06 09:52:19,,,
1080,,,2008-05-06 08:34:12,,
1080,,,,2008-05-06 09:46:18,2008-05-06 09:48:52
1080,,,,2008-05-06 09:51:44,2008-05-06 09:52:19
1223,2008-05-06 09:52:49,2008-05-06 10:07:52,,,
1223,,,2008-05-06 09:52:49,,
1223,,,2008-05-06 10:07:52,,
1145,2008-05-06 10:39:55,2008-05-06 11:34:28,,,
1145,,,2008-05-06 10:39:55,,
1145,,,,2008-05-06 11:32:01,2008-05-06 11:34:28
1071,2008-05-06 11:43:43,2008-05-06 16:51:38,,,
1071,,,2008-05-06 11:43:43,,
1071,,,2008-05-06 12:32:07,,
1071,,,,2008-05-06 13:33:51,2008-05-06 13:35:02
1071,,,2008-05-06 14:40:53,,
1071,,,2008-05-06 15:49:36,,
1071,,,2008-05-06 15:51:54,,
1071,,,,2008-05-06 16:46:42,2008-05-06 16:51:38
1210,2008-05-06 13:33:14,2008-05-06 13:33:22,,,
1210,,,,2008-05-06 13:33:14,2008-05-06 13:33:22
1210,2008-05-06 13:33:22,2008-05-06 14:39:29,,,
1210,,,,2008-05-06 14:37:49,2008-05-06 14:39:29
1105,2008-05-05 10:28:16,2008-05-05 13:44:42,,,
1105,,,2008-05-05 10:28:16,,
1105,,,,2008-05-05 11:38:11,2008-05-05 11:43:29
1105,,,,2008-05-05 13:38:10,2008-05-05 13:44:42
1111,2008-05-06 08:35:20,2008-05-06 10:46:14,,,
1111,,,2008-05-06 08:35:20,,
1111,,,2008-05-06 09:01:21,,
1111,,,2008-05-06 10:01:56,,
1111,,,,2008-05-06 10:45:00,2008-05-06 10:46:14
1062,2008-05-06 10:54:22,2008-05-06 13:08:25,,,
1062,,,2008-05-06 10:54:22,,
1062,,,,2008-05-06 11:36:37,2008-05-06 11:37:20
1062,,,2008-05-06 12:00:32,,
1062,,,,2008-05-06 13:06:24,2008-05-06 13:08:25
1131,2008-05-06 13:08:47,2008-05-06 13:26:44,,,
1131,,,2008-05-06 13:08:47,,
1131,,,2008-05-06 13:26:44,,
1154,2008-05-06 13:26:31,2008-05-06 15:45:24,,,
1154,,,2008-05-06 13:26:31,,
1154,,,,2008-05-06 14:30:13,2008-05-06 14:30:45
1154,,,,2008-05-06 15:41:53,2008-05-06 15:45:24
1115,2008-05-06 15:51:06,2008-05-06 18:00:49,,,
1115,,,2008-05-06 15:51:06,,
1115,,,2008-05-06 16:57:54,,
1115,,,,2008-05-06 17:52:22,2008-05-06 18:00:49
1172,2008-05-05 10:31:30,2008-05-05 13:08:14,,,
1172,,,2008-05-05 10:31:30,,
1172,,,,2008-05-05 12:06:06,2008-05-05 12:08:24
1172,,,,2008-05-05 13:06:39,2008-05-05 13:08:14
1087,2008-05-06 08:34:44,2008-05-06 14:04:01,,,
1087,,,2008-05-06 08:34:44,,
1087,,,2008-05-06 09:34:54,,
1087,,,2008-05-06 10:19:58,,
1087,,,2008-05-06 11:04:06,,
1087,,,,2008-05-06 11:57:41,2008-05-06 11:58:53
1087,,,2008-05-06 13:02:44,,
1087,,,,2008-05-06 13:59:06,2008-05-06 14:00:27
1087,,,2008-05-06 14:04:01,,
1226,2008-05-06 14:01:08,2008-05-06 14:22:26,,,
1226,,,2008-05-06 14:01:08,,
1226,,,,2008-05-06 14:20:58,2008-05-06 14:22:26
1018,2008-05-06 14:22:39,2008-05-06 14:48:08,,,
1018,,,2008-05-06 14:22:39,,
1018,,,2008-05-06 14:46:19,,
1018,,,,2008-05-06 14:48:05,2008-05-06 14:48:08
1027,2008-05-06 14:48:25,2008-05-06 15:09:55,,,
1027,,,2008-05-06 14:48:25,,
1027,,,,2008-05-06 15:08:36,2008-05-06 15:09:55
1032,2008-05-06 15:10:10,2008-05-06 16:25:56,,,
1032,,,2008-05-06 15:10:10,,
1032,,,,2008-05-06 16:23:33,2008-05-06 16:25:56
1162,2008-05-05 10:29:47,2008-05-05 13:49:59,,,
1162,,,2008-05-05 10:29:47,,
1162,,,,2008-05-05 11:47:46,2008-05-05 11:49:48
1162,,,,2008-05-05 13:46:05,2008-05-05 13:49:59
1076,2008-05-06 08:33:56,2008-05-06 12:21:27,,,
1076,,,2008-05-06 08:33:56,,
1076,,,2008-05-06 09:19:13,,
1076,,,2008-05-06 09:41:30,,
1076,,,2008-05-06 10:35:38,,
1076,,,,2008-05-06 11:24:18,2008-05-06 11:26:09
1076,,,,2008-05-06 12:15:10,2008-05-06 12:21:27
1116,2008-05-06 12:23:49,2008-05-06 15:13:16,,,
1116,,,2008-05-06 12:23:49,,
1116,,,,2008-05-06 13:27:10,2008-05-06 13:28:30
1116,,,2008-05-06 14:31:46,,
1116,,,,2008-05-06 15:10:45,2008-05-06 15:13:16
1042,2008-05-06 15:13:39,2008-05-06 18:39:54,,,
1042,,,2008-05-06 15:13:39,,
1042,,,2008-05-06 16:39:00,,
1042,,,2008-05-06 16:57:44,,
1042,,,,2008-05-06 17:50:04,2008-05-06 17:51:50
1042,,,,2008-05-06 18:36:41,2008-05-06 18:39:54
1173,2008-05-05 10:31:34,2008-05-05 15:13:21,,,
1173,,,2008-05-05 10:31:34,,
1173,,,,2008-05-05 12:09:04,2008-05-05 12:10:29
1173,,,2008-05-05 13:57:54,,
1173,,,,2008-05-05 15:08:16,2008-05-05 15:13:21
1084,2008-05-06 08:34:32,2008-05-06 08:41:19,,,
1084,,,2008-05-06 08:34:32,,
1084,,,2008-05-06 08:41:19,,
1070,2008-05-06 08:47:38,2008-05-06 08:58:45,,,
1070,,,2008-05-06 08:47:38,,
1070,,,2008-05-06 08:58:45,,
1227,2008-05-06 09:41:00,2008-05-06 10:35:09,,,
1227,,,2008-05-06 09:41:00,,
1227,,,,2008-05-06 10:32:51,2008-05-06 10:35:09
1083,2008-05-06 10:39:06,2008-05-06 12:49:50,,,
1083,,,2008-05-06 10:39:06,,
1083,,,2008-05-06 11:26:13,,
1083,,,2008-05-06 12:22:18,,
1083,,,,2008-05-06 12:49:47,2008-05-06 12:49:50
1128,2008-05-06 12:50:20,2008-05-06 14:37:17,,,
1128,,,2008-05-06 12:50:20,,
1128,,,2008-05-06 13:29:41,,
1128,,,,2008-05-06 14:31:55,2008-05-06 14:37:17
1023,2008-05-06 14:37:29,2008-05-06 17:47:46,,,
1023,,,2008-05-06 14:37:29,,
1023,,,2008-05-06 15:46:46,,
1023,,,2008-05-06 16:57:18,,
1023,,,,2008-05-06 17:40:04,2008-05-06 17:47:46
1165,2008-05-05 10:30:53,2008-05-05 15:06:31,,,
1165,,,2008-05-05 10:30:53,,
1165,,,,2008-05-05 12:00:29,2008-05-05 12:02:30
1165,,,,2008-05-05 13:50:28,2008-05-05 13:51:51
1165,,,,2008-05-05 15:00:04,2008-05-05 15:06:31
1082,2008-05-06 08:34:22,2008-05-06 08:38:03,,,
1082,,,2008-05-06 08:34:22,,
1082,,,2008-05-06 08:38:03,,
1066,2008-05-06 08:39:02,2008-05-06 09:20:29,,,
1066,,,2008-05-06 08:39:02,,
1066,,,2008-05-06 08:44:10,,
1066,,,2008-05-06 09:20:29,,
1064,2008-05-06 08:43:53,2008-05-06 12:10:51,,,
1064,,,2008-05-06 08:43:53,,
1064,,,,2008-05-06 08:59:49,2008-05-06 09:00:44
1064,,,2008-05-06 09:06:46,,
1064,,,,2008-05-06 10:04:01,2008-05-06 10:05:14
1064,,,2008-05-06 10:23:37,,
1064,,,,2008-05-06 10:26:52,2008-05-06 10:28:40
1064,,,2008-05-06 10:29:59,,
1064,,,2008-05-06 11:23:41,,
1064,,,,2008-05-06 12:06:02,2008-05-06 12:10:51
1114,2008-05-06 12:23:15,2008-05-06 13:25:50,,,
1114,,,2008-05-06 12:23:15,,
1114,,,,2008-05-06 13:24:11,2008-05-06 13:25:50
1140,2008-05-06 13:26:10,2008-05-06 18:36:30,,,
1140,,,2008-05-06 13:26:10,,
1140,,,2008-05-06 14:30:01,,
1140,,,,2008-05-06 15:40:26,2008-05-06 15:41:41
1140,,,,2008-05-06 16:55:27,2008-05-06 16:55:55
1140,,,2008-05-06 17:24:16,,
1140,,,2008-05-06 17:48:48,,
1140,,,,2008-05-06 18:31:29,2008-05-06 18:36:30
1171,2008-05-05 10:31:25,2008-05-05 13:55:45,,,
1171,,,2008-05-05 10:31:25,,
1171,,,,2008-05-05 12:03:15,2008-05-05 12:05:54
1171,,,,2008-05-05 13:52:17,2008-05-05 13:55:45
1134,2008-05-06 08:35:50,2008-05-06 10:59:23,,,
1134,,,2008-05-06 08:35:50,,
1134,,,,2008-05-06 09:16:33,2008-05-06 09:18:57
1134,,,2008-05-06 10:09:36,,
1134,,,,2008-05-06 10:54:49,2008-05-06 10:59:23
1008,2008-05-06 11:03:34,2008-05-06 12:59:10,,,
1008,,,2008-05-06 11:03:34,,
1008,,,2008-05-06 11:42:34,,
1008,,,2008-05-06 11:44:15,,
1008,,,,2008-05-06 12:51:24,2008-05-06 12:59:10
1129,2008-05-06 12:59:25,2008-05-06 16:11:21,,,
1129,,,2008-05-06 12:59:25,,
1129,,,,2008-05-06 13:50:34,2008-05-06 13:51:54
1129,,,2008-05-06 15:03:00,,
1129,,,,2008-05-06 16:03:57,2008-05-06 16:11:21
1183,2008-05-05 10:32:05,2008-05-05 11:02:14,,,
1183,,,2008-05-05 10:32:05,,
1183,,,,2008-05-05 10:58:22,2008-05-05 11:02:14
1200,2008-05-05 11:03:17,2008-05-05 11:55:18,,,
1200,,,2008-05-05 11:03:17,,
1200,,,2008-05-05 11:55:18,,
1035,2008-05-05 12:15:42,2008-05-05 14:13:42,,,
1035,,,2008-05-05 12:15:42,,
1035,,,,2008-05-05 13:58:14,2008-05-05 14:13:42
1078,2008-05-06 08:34:04,2008-05-06 11:23:26,,,
1078,,,2008-05-06 08:34:04,,
1078,,,,2008-05-06 08:54:28,2008-05-06 08:58:14
1078,,,2008-05-06 11:23:26,,
1217,2008-05-06 09:33:41,2008-05-06 11:11:30,,,
1217,,,2008-05-06 09:33:41,,
1217,,,2008-05-06 10:18:20,,
1217,,,,2008-05-06 11:07:50,2008-05-06 11:11:30
1056,2008-05-06 11:26:40,2008-05-06 11:46:06,,,
1056,,,2008-05-06 11:26:40,,
1056,,,,2008-05-06 11:44:20,2008-05-06 11:46:06
1028,2008-05-06 12:04:11,2008-05-06 14:13:14,,,
1028,,,2008-05-06 12:04:11,,
1028,,,,2008-05-06 13:11:25,2008-05-06 13:13:43
1028,,,,2008-05-06 14:10:37,2008-05-06 14:13:14
1009,2008-05-06 14:14:01,2008-05-06 14:29:27,,,
1009,,,2008-05-06 14:14:01,,
1009,,,,2008-05-06 14:27:57,2008-05-06 14:29:27
1022,2008-05-06 14:29:43,2008-05-06 18:31:16,,,
1022,,,2008-05-06 14:29:43,,
1022,,,2008-05-06 15:40:02,,
1022,,,2008-05-06 16:57:01,,
1022,,,,2008-05-06 17:32:40,2008-05-06 17:39:52
1022,,,,2008-05-06 18:24:38,2008-05-06 18:31:16
1184,2008-05-05 10:32:14,2008-05-05 14:21:24,,,
1184,,,2008-05-05 10:32:14,,
1184,,,,2008-05-05 12:16:33,2008-05-05 12:21:30
1184,,,,2008-05-05 14:14:09,2008-05-05 14:21:24
1089,2008-05-06 08:34:52,2008-05-06 08:50:17,,,
1089,,,2008-05-06 08:34:52,,
1089,,,,2008-05-06 08:48:06,2008-05-06 08:50:17
1211,2008-05-06 09:40:33,2008-05-06 11:19:14,,,
1211,,,2008-05-06 09:40:33,,
1211,,,2008-05-06 10:32:22,,
1211,,,2008-05-06 10:42:08,,
1211,,,,2008-05-06 11:18:08,2008-05-06 11:19:14
1051,2008-05-06 11:19:49,2008-05-06 16:46:09,,,
1051,,,2008-05-06 11:19:49,,
1051,,,2008-05-06 12:03:07,,
1051,,,2008-05-06 13:11:13,,
1051,,,2008-05-06 14:07:13,,
1051,,,,2008-05-06 14:42:53,2008-05-06 14:43:52
1051,,,2008-05-06 15:52:21,,
1051,,,,2008-05-06 16:39:34,2008-05-06 16:46:09
1174,2008-05-05 10:31:38,2008-05-05 10:56:15,,,
1174,,,2008-05-05 10:31:38,,
1174,,,2008-05-05 10:33:10,,
1174,,,2008-05-05 10:56:15,,
1207,2008-05-05 11:47:25,2008-05-05 13:34:56,,,
1207,,,2008-05-05 11:47:25,,
1207,,,,2008-05-05 13:32:07,2008-05-05 13:34:56
1112,2008-05-06 08:35:24,2008-05-06 09:40:01,,,
1112,,,2008-05-06 08:35:24,,
1112,,,,2008-05-06 09:37:13,2008-05-06 09:40:01
1074,2008-05-06 10:01:06,2008-05-06 13:23:10,,,
1074,,,2008-05-06 10:01:06,,
1074,,,2008-05-06 10:40:53,,
1074,,,,2008-05-06 10:42:18,2008-05-06 10:44:51
1074,,,2008-05-06 11:35:45,,
1074,,,2008-05-06 12:11:15,,
1074,,,,2008-05-06 13:19:41,2008-05-06 13:23:10
1213,2008-05-06 13:35:50,2008-05-06 17:10:57,,,
1213,,,2008-05-06 13:35:50,,
1213,,,2008-05-06 14:44:05,,
1213,,,2008-05-06 15:46:23,,
1213,,,,2008-05-06 16:18:55,2008-05-06 16:20:27
1213,,,,2008-05-06 17:06:09,2008-05-06 17:10:57
1166,2008-05-05 10:30:57,2008-05-05 10:56:20,,,
1166,,,2008-05-05 10:30:57,,
1166,,,2008-05-05 10:33:22,,
1166,,,2008-05-05 10:56:20,,
1194,2008-05-05 10:34:25,2008-05-05 11:58:55,,,
1194,,,2008-05-05 10:34:25,,
1194,,,,2008-05-05 11:56:37,2008-05-05 11:58:55
1005,2008-05-05 11:59:58,2008-05-05 14:59:44,,,
1005,,,2008-05-05 11:59:58,,
1005,,,,2008-05-05 13:35:09,2008-05-05 13:37:29
1005,,,,2008-05-05 14:51:48,2008-05-05 14:59:44
1106,2008-05-06 08:35:11,2008-05-06 08:38:31,,,
1106,,,2008-05-06 08:35:11,,
1106,,,2008-05-06 08:38:31,,
1013,2008-05-06 08:39:35,2008-05-06 09:01:01,,,
1013,,,2008-05-06 08:39:35,,
1013,,,,2008-05-06 08:45:48,2008-05-06 08:47:16
1013,,,,2008-05-06 09:00:54,2008-05-06 09:01:01
1011,2008-05-06 09:45:59,2008-05-06 09:51:01,,,
1011,,,2008-05-06 09:45:59,,
1011,,,2008-05-06 09:51:01,,
1196,2008-05-06 10:17:39,2008-05-06 12:41:21,,,
1196,,,2008-05-06 10:17:39,,
1196,,,2008-05-06 11:03:50,,
1196,,,,2008-05-06 11:47:32,2008-05-06 11:52:42
1196,,,,2008-05-06 12:35:00,2008-05-06 12:41:21
1121,2008-05-06 12:41:50,2008-05-06 13:38:16,,,
1121,,,2008-05-06 12:41:50,,
1121,,,,2008-05-06 13:36:07,2008-05-06 13:38:16
1214,2008-05-06 13:38:34,2008-05-06 14:19:27,,,
1214,,,2008-05-06 13:38:34,,
1214,,,,2008-05-06 14:17:52,2008-05-06 14:19:27
1012,2008-05-06 14:20:01,2008-05-06 15:04:54,,,
1012,,,2008-05-06 14:20:01,,
1012,,,,2008-05-06 15:03:59,2008-05-06 15:04:54
1045,2008-05-06 15:05:03,2008-05-06 17:32:25,,,
1045,,,2008-05-06 15:05:03,,
1045,,,2008-05-06 16:20:41,,
1045,,,2008-05-06 16:56:43,,
1045,,,,2008-05-06 17:24:44,2008-05-06 17:32:25
1185,2008-05-05 10:32:20,2008-05-05 10:33:15,,,
1185,,,2008-05-05 10:32:20,,
1185,2008-05-05 10:33:15,2008-05-05 11:46:44,,,
1185,,,2008-05-05 10:33:15,,
1185,,,,2008-05-05 11:44:30,2008-05-05 11:46:44
1198,2008-05-05 10:40:35,2008-05-05 11:06:21,,,
1198,,,2008-05-05 10:40:35,,
1198,,,2008-05-05 10:52:58,,
1198,,,,2008-05-05 11:03:43,2008-05-05 11:06:21
1202,2008-05-05 11:06:48,2008-05-05 12:34:35,,,
1202,,,2008-05-05 11:06:48,,
1202,,,,2008-05-05 12:27:41,2008-05-05 12:34:35
1127,2008-05-06 08:35:45,2008-05-06 08:51:29,,,
1127,,,2008-05-06 08:35:45,,
1127,,,2008-05-06 08:41:07,,
1127,,,,2008-05-06 08:42:42,2008-05-06 08:42:44
1127,,,,2008-05-06 08:50:46,2008-05-06 08:51:29
1053,2008-05-06 09:02:46,2008-05-06 10:00:14,,,
1053,,,2008-05-06 09:02:46,,
1053,,,2008-05-06 09:33:11,,
1053,,,,2008-05-06 09:58:22,2008-05-06 10:00:14
1054,2008-05-06 10:26:33,2008-05-06 10:32:31,,,
1054,,,2008-05-06 10:26:33,,
1054,,,2008-05-06 10:32:31,,
1055,2008-05-06 11:03:20,2008-05-06 12:49:18,,,
1055,,,2008-05-06 11:03:20,,
1055,,,,2008-05-06 11:39:24,2008-05-06 11:42:27
1055,,,,2008-05-06 12:44:18,2008-05-06 12:49:18
1126,2008-05-06 12:50:08,2008-05-06 13:45:25,,,
1126,,,2008-05-06 12:50:08,,
1126,,,,2008-05-06 13:40:16,2008-05-06 13:45:25
1215,2008-05-06 13:45:44,2008-05-06 16:02:42,,,
1215,,,2008-05-06 13:45:44,,
1215,,,,2008-05-06 14:52:43,2008-05-06 14:54:03
1215,,,,2008-05-06 15:59:55,2008-05-06 16:02:42
1164,2008-05-05 10:30:00,2008-05-05 15:22:32,,,
1164,,,2008-05-05 10:30:00,,
1164,,,2008-05-05 11:55:28,,
1164,,,,2008-05-05 12:45:49,2008-05-05 12:50:36
1164,,,2008-05-05 14:36:47,,
1164,,,,2008-05-05 15:13:31,2008-05-05 15:22:32
1157,2008-05-06 08:51:58,2008-05-06 09:57:57,,,
1157,,,2008-05-06 08:51:58,,
1157,,,,2008-05-06 09:53:13,2008-05-06 09:57:57
1073,2008-05-06 10:00:54,2008-05-06 13:49:58,,,
1073,,,2008-05-06 10:00:54,,
1073,,,2008-05-06 10:40:42,,
1073,,,2008-05-06 11:34:48,,
1073,,,2008-05-06 12:24:23,,
1073,,,2008-05-06 12:51:11,,
1073,,,,2008-05-06 13:47:03,2008-05-06 13:49:58
1221,2008-05-06 13:50:18,2008-05-06 15:01:40,,,
1221,,,2008-05-06 13:50:18,,
