brind,startT,endT,commTime,commStart,commEnd
1217,2008-04-15 09:39:45,2008-04-15 09:46:03,,,
1217,,,2008-04-15 09:39:45,,
1217,2008-04-15 09:46:03,2008-04-15 11:54:54,,,
1217,,,2008-04-15 09:46:03,,
1217,,,,2008-04-15 10:57:15,2008-04-15 11:01:44
1217,,,,2008-04-15 11:48:46,2008-04-15 11:49:13
1217,,,,2008-04-15 11:54:47,2008-04-15 11:54:54
1066,2008-04-15 09:51:41,2008-04-15 09:56:01,,,
1066,,,2008-04-15 09:51:41,,
1066,,,2008-04-15 09:56:01,,
1177,2008-04-15 09:57:24,2008-04-15 10:03:44,,,
1177,,,2008-04-15 09:57:24,,
1177,,,2008-04-15 10:03:44,,
1002,2008-04-15 10:03:36,2008-04-15 10:09:24,,,
1002,,,2008-04-15 10:03:36,,
1002,,,2008-04-15 10:09:24,,
1067,2008-04-15 10:12:47,2008-04-15 10:18:33,,,
1067,,,2008-04-15 10:12:47,,
1067,,,2008-04-15 10:18:33,,
1057,2008-04-15 10:38:05,2008-04-15 10:43:03,,,
1057,,,2008-04-15 10:38:05,,
1057,,,2008-04-15 10:43:03,,
1048,2008-04-15 10:55:15,2008-04-15 11:01:36,,,
1048,,,2008-04-15 10:55:15,,
1048,,,2008-04-15 11:01:36,,
1052,2008-04-15 11:02:27,2008-04-15 11:14:46,,,
1052,,,2008-04-15 11:02:27,,
1052,2008-04-15 11:14:46,2008-04-15 12:40:58,,,
1052,,,2008-04-15 11:14:46,,
1052,,,,2008-04-15 11:41:20,2008-04-15 11:44:18
1052,,,,2008-04-15 12:16:13,2008-04-15 12:17:47
1052,,,,2008-04-15 12:36:51,2008-04-15 12:40:58
1055,2008-04-15 11:20:18,2008-04-15 11:26:59,,,
1055,,,2008-04-15 11:20:18,,
1055,2008-04-15 11:26:59,2008-04-15 12:57:24,,,
1055,,,2008-04-15 11:26:59,,
1055,,,2008-04-15 12:19:43,,
1055,,,2008-04-15 12:44:55,,
1055,,,,2008-04-15 12:57:16,2008-04-15 12:57:24
1060,2008-04-15 11:32:39,2008-04-15 11:40:10,,,
1060,,,2008-04-15 11:32:39,,
1060,,,2008-04-15 11:40:10,,
1021,2008-04-15 12:18:51,2008-04-15 12:29:40,,,
1021,,,2008-04-15 12:18:51,,
1021,,,2008-04-15 12:29:40,,
1133,2008-04-15 12:47:30,2008-04-15 12:52:36,,,
1133,,,2008-04-15 12:47:30,,
1133,,,2008-04-15 12:52:36,,
1154,2008-04-15 12:55:12,2008-04-15 13:00:37,,,
1154,,,2008-04-15 12:55:12,,
1154,,,2008-04-15 13:00:37,,
1140,2008-04-15 13:05:08,2008-04-15 13:12:57,,,
1140,,,2008-04-15 13:05:08,,
1140,2008-04-15 13:12:57,2008-04-15 15:01:18,,,
1140,,,2008-04-15 13:12:57,,
1140,,,,2008-04-15 14:02:58,2008-04-15 14:03:27
1140,,,2008-04-15 14:18:31,,
1140,,,2008-04-15 14:50:04,,
1140,,,,2008-04-15 15:00:11,2008-04-15 15:01:18
1212,2008-04-15 13:16:51,2008-04-15 13:21:26,,,
1212,,,2008-04-15 13:16:51,,
1212,,,2008-04-15 13:21:26,,
1218,2008-04-15 13:30:00,2008-04-15 13:40:18,,,
1218,,,2008-04-15 13:30:00,,
1218,2008-04-15 13:40:18,2008-04-15 14:23:14,,,
1218,,,2008-04-15 13:40:18,,
1218,,,2008-04-15 14:19:07,,
1218,,,,2008-04-15 14:21:27,2008-04-15 14:23:14
1230,2008-04-15 13:47:28,2008-04-15 13:54:59,,,
1230,,,2008-04-15 13:47:28,,
1230,,,2008-04-15 13:52:44,,
1230,2008-04-15 13:54:59,2008-04-15 14:25:10,,,
1230,,,,2008-04-15 13:54:59,2008-04-15 13:55:03
1230,,,,2008-04-15 14:23:45,2008-04-15 14:25:10
1007,2008-04-15 14:00:29,2008-04-15 14:04:00,,,
1007,,,2008-04-15 14:00:29,,
1007,2008-04-15 14:04:00,2008-04-15 15:15:42,,,
1007,,,2008-04-15 14:04:00,,
1007,,,2008-04-15 14:14:37,,
1007,,,,2008-04-15 14:31:37,2008-04-15 14:33:11
1007,,,,2008-04-15 15:15:31,2008-04-15 15:15:42
1231,2008-04-15 14:01:08,2008-04-15 14:07:11,,,
1231,,,2008-04-15 14:01:08,,
1231,2008-04-15 14:07:11,2008-04-15 15:49:33,,,
1231,,,2008-04-15 14:07:11,,
1231,,,2008-04-15 14:12:43,,
1231,,,2008-04-15 14:26:30,,
1231,,,2008-04-15 15:28:05,,
1231,,,2008-04-15 15:49:33,,
1006,2008-04-15 14:12:11,2008-04-15 14:18:44,,,
1006,,,2008-04-15 14:12:11,,
1006,,,2008-04-15 14:18:44,,
1014,2008-04-15 14:18:09,2008-04-15 14:29:41,,,
1014,,,2008-04-15 14:18:09,,
1014,,,2008-04-15 14:29:41,,
1004,2008-04-15 14:20:32,2008-04-15 14:29:26,,,
1004,,,2008-04-15 14:20:32,,
1004,,,2008-04-15 14:29:26,,
1025,2008-04-15 14:36:11,2008-04-15 14:40:11,,,
1025,,,2008-04-15 14:36:11,,
1025,,,2008-04-15 14:40:11,,
1023,2008-04-15 14:36:20,2008-04-15 14:44:57,,,
1023,,,2008-04-15 14:36:20,,
1023,2008-04-15 14:44:57,2008-04-15 16:39:54,,,
1023,,,2008-04-15 14:44:57,,
1023,,,2008-04-15 15:26:55,,
1023,,,2008-04-15 15:45:53,,
1023,,,2008-04-15 15:53:37,,
1023,,,2008-04-15 16:05:06,,
1023,,,2008-04-15 16:28:41,,
1023,,,,2008-04-15 16:37:39,2008-04-15 16:39:54
1043,2008-04-15 14:43:38,2008-04-15 14:47:54,,,
1043,,,2008-04-15 14:43:38,,
1043,,,2008-04-15 14:47:54,,
1029,2008-04-15 14:49:26,2008-04-15 14:51:35,,,
1029,,,2008-04-15 14:49:26,,
1029,2008-04-15 14:51:35,2008-04-15 16:56:01,,,
1029,,,2008-04-15 14:51:35,,
1029,,,,2008-04-15 15:46:48,2008-04-15 15:48:24
1029,,,,2008-04-15 16:00:58,2008-04-15 16:03:16
1029,,,2008-04-15 16:15:18,,
1029,,,,2008-04-15 16:54:42,2008-04-15 16:56:01
1046,2008-04-15 14:56:06,2008-04-15 15:03:51,,,
1046,,,2008-04-15 14:56:06,,
1046,2008-04-15 15:03:51,2008-04-15 16:37:04,,,
1046,,,2008-04-15 15:03:51,,
1046,,,,2008-04-15 15:24:54,2008-04-15 15:26:32
1046,,,2008-04-15 16:09:55,,
1046,,,,2008-04-15 16:30:26,2008-04-15 16:37:04
1045,2008-04-15 14:58:10,2008-04-15 15:04:03,,,
1045,,,2008-04-15 14:58:10,,
1045,2008-04-15 15:04:03,2008-04-15 16:02:35,,,
1045,,,2008-04-15 15:04:03,,
1045,,,,2008-04-15 15:35:14,2008-04-15 15:35:24
1045,,,2008-04-15 15:42:38,,
1045,,,,2008-04-15 16:00:56,2008-04-15 16:02:35
1042,2008-04-15 15:10:19,2008-04-15 15:16:35,,,
1042,,,2008-04-15 15:10:19,,
1042,2008-04-15 15:16:35,2008-04-15 16:19:30,,,
1042,,,2008-04-15 15:16:35,,
1042,,,,2008-04-15 15:34:49,2008-04-15 15:35:44
1042,,,2008-04-15 15:42:15,,
1042,,,,2008-04-15 16:18:45,2008-04-15 16:19:30
1036,2008-04-15 15:16:46,2008-04-15 15:21:58,,,
1036,,,2008-04-15 15:16:46,,
1036,2008-04-15 15:21:58,2008-04-15 16:12:08,,,
1036,,,2008-04-15 15:21:58,,
1036,,,,2008-04-15 15:51:36,2008-04-15 15:51:56
1036,,,,2008-04-15 16:10:36,2008-04-15 16:12:08
1200,2008-04-14 09:15:34,2008-04-14 11:59:06,,,
1200,,,2008-04-14 09:15:34,,
1200,,,2008-04-14 10:10:36,,
1200,,,,2008-04-14 10:43:55,2008-04-14 10:43:57
1200,,,2008-04-14 11:33:41,,
1200,,,,2008-04-14 11:56:50,2008-04-14 11:59:06
1078,2008-04-15 08:17:34,2008-04-15 09:31:12,,,
1078,,,2008-04-15 08:17:34,,
1078,,,,2008-04-15 08:41:46,2008-04-15 08:43:41
1078,,,2008-04-15 09:04:41,,
1078,,,,2008-04-15 09:28:50,2008-04-15 09:31:12
1219,2008-04-15 09:39:52,2008-04-15 09:48:47,,,
1219,,,2008-04-15 09:39:52,,
1219,,,2008-04-15 09:48:47,,
1227,2008-04-15 09:51:11,2008-04-15 12:01:42,,,
1227,,,2008-04-15 09:51:11,,
1227,,,,2008-04-15 10:55:30,2008-04-15 10:56:43
1227,,,,2008-04-15 11:44:37,2008-04-15 11:45:38
1227,,,,2008-04-15 11:59:05,2008-04-15 12:01:42
1116,2008-04-15 12:18:22,2008-04-15 15:17:31,,,
1116,,,2008-04-15 12:18:22,,
1116,,,2008-04-15 13:07:40,,
1116,,,,2008-04-15 13:24:05,2008-04-15 13:24:07
1116,,,,2008-04-15 14:33:52,2008-04-15 14:34:15
1116,,,2008-04-15 14:45:16,,
1116,,,2008-04-15 14:50:56,,
1116,,,2008-04-15 15:16:31,,
1116,,,2008-04-15 15:17:31,,
1076,2008-04-15 08:17:42,2008-04-15 08:27:44,,,
1076,,,2008-04-15 08:17:42,,
1076,,,2008-04-15 08:27:44,,
1085,2008-04-15 08:18:40,2008-04-15 08:18:49,,,
1085,,,,2008-04-15 08:18:40,2008-04-15 08:18:49
1085,2008-04-15 08:18:49,2008-04-15 08:30:55,,,
1085,,,,2008-04-15 08:30:34,2008-04-15 08:30:55
1213,2008-04-15 08:28:31,2008-04-15 10:05:05,,,
1213,,,2008-04-15 08:28:31,,
1213,,,,2008-04-15 08:47:23,2008-04-15 08:50:41
1213,,,2008-04-15 09:40:54,,
1213,,,2008-04-15 09:53:31,,
1213,,,2008-04-15 10:05:05,,
1124,2008-04-15 10:13:30,2008-04-15 10:18:54,,,
1124,,,2008-04-15 10:13:30,,
1124,,,2008-04-15 10:18:54,,
1070,2008-04-15 10:32:20,2008-04-15 10:35:35,,,
1070,,,2008-04-15 10:32:20,,
1070,,,2008-04-15 10:35:35,,
1037,2008-04-15 10:38:22,2008-04-15 10:47:38,,,
1037,,,2008-04-15 10:38:22,,
1037,,,2008-04-15 10:47:38,,
1053,2008-04-15 10:52:55,2008-04-15 13:05:31,,,
1053,,,2008-04-15 10:52:55,,
1053,,,,2008-04-15 11:36:54,2008-04-15 11:37:33
1053,,,2008-04-15 12:16:00,,
1053,,,2008-04-15 13:05:31,,
1170,2008-04-14 10:27:00,2008-04-14 10:33:34,,,
1170,,,2008-04-14 10:27:00,,
1170,,,2008-04-14 10:33:34,,
1005,2008-04-14 10:34:33,2008-04-14 11:43:56,,,
1005,,,2008-04-14 10:34:33,,
1005,,,,2008-04-14 11:04:33,2008-04-14 11:06:04
1005,,,2008-04-14 11:31:55,,
1005,,,,2008-04-14 11:37:21,2008-04-14 11:43:56
1077,2008-04-15 08:17:51,2008-04-15 11:18:41,,,
1077,,,2008-04-15 08:17:51,,
1077,,,2008-04-15 08:44:14,,
1077,,,,2008-04-15 08:58:05,2008-04-15 09:00:51
1077,,,2008-04-15 10:11:42,,
1077,,,2008-04-15 11:04:17,,
1077,,,2008-04-15 11:06:45,,
1077,,,,2008-04-15 11:15:45,2008-04-15 11:18:41
1056,2008-04-15 11:19:06,2008-04-15 13:00:11,,,
1056,,,2008-04-15 11:19:06,,
1056,,,,2008-04-15 11:50:03,2008-04-15 11:52:16
1056,,,,2008-04-15 12:47:36,2008-04-15 12:48:32
1056,,,,2008-04-15 12:59:32,2008-04-15 13:00:11
1215,2008-04-15 13:30:25,2008-04-15 13:34:53,,,
1215,,,2008-04-15 13:30:25,,
1215,,,2008-04-15 13:34:53,,
1221,2008-04-15 13:34:42,2008-04-15 13:39:45,,,
1221,,,2008-04-15 13:34:42,,
1221,,,2008-04-15 13:39:45,,
1031,2008-04-15 14:19:41,2008-04-15 14:58:46,,,
1031,,,,2008-04-15 14:35:32,2008-04-15 14:36:21
1031,,,2008-04-15 14:57:41,,
1031,,,2008-04-15 14:58:46,,
1044,2008-04-15 14:43:48,2008-04-15 15:55:39,,,
1044,,,2008-04-15 14:43:48,,
1044,,,,2008-04-15 15:10:47,2008-04-15 15:12:41
1044,,,,2008-04-15 15:54:09,2008-04-15 15:55:39
1079,2008-04-15 08:17:57,2008-04-15 10:15:38,,,
1079,,,2008-04-15 08:17:57,,
1079,,,,2008-04-15 08:44:30,2008-04-15 08:44:37
1079,,,2008-04-15 09:20:50,,
1079,,,2008-04-15 09:39:30,,
1079,,,,2008-04-15 10:15:32,2008-04-15 10:15:38
1074,2008-04-15 10:32:04,2008-04-15 12:32:28,,,
1074,,,2008-04-15 10:32:04,,
1074,,,,2008-04-15 11:05:19,2008-04-15 11:05:22
1074,,,,2008-04-15 12:28:17,2008-04-15 12:32:28
1126,2008-04-15 12:33:34,2008-04-15 14:17:20,,,
1126,,,2008-04-15 12:33:34,,
1126,,,,2008-04-15 13:27:58,2008-04-15 13:31:41
1126,,,2008-04-15 14:02:29,,
1126,,,,2008-04-15 14:17:13,2008-04-15 14:17:20
1080,2008-04-15 08:18:05,2008-04-15 08:30:56,,,
1080,,,2008-04-15 08:18:05,,
1080,,,2008-04-15 08:30:56,,
1147,2008-04-15 08:31:13,2008-04-15 10:54:41,,,
1147,,,2008-04-15 08:31:13,,
1147,,,,2008-04-15 09:06:14,2008-04-15 09:06:47
1147,,,2008-04-15 09:34:48,,
1147,,,2008-04-15 09:38:28,,
1147,,,2008-04-15 10:47:25,,
1147,,,,2008-04-15 10:54:21,2008-04-15 10:54:41
1008,2008-04-15 11:02:42,2008-04-15 12:57:21,,,
1008,,,2008-04-15 11:02:42,,
1008,,,2008-04-15 11:52:34,,
1008,,,2008-04-15 12:05:27,,
1008,,,2008-04-15 12:10:21,,
1008,,,2008-04-15 12:13:06,,
1008,,,,2008-04-15 12:15:37,2008-04-15 12:15:41
1008,,,,2008-04-15 12:57:02,2008-04-15 12:57:21
1144,2008-04-15 12:58:25,2008-04-15 14:23:53,,,
1144,,,2008-04-15 12:58:25,,
1144,,,,2008-04-15 13:25:19,2008-04-15 13:27:31
1144,,,,2008-04-15 14:21:04,2008-04-15 14:23:53
1027,2008-04-15 14:36:58,2008-04-15 14:37:05,,,
1027,,,,2008-04-15 14:36:58,2008-04-15 14:37:05
1027,2008-04-15 14:37:05,2008-04-15 14:44:11,,,
1027,2008-04-15 14:44:11,2008-04-15 14:44:21,,,
1027,,,,2008-04-15 14:44:11,2008-04-15 14:44:21
1027,2008-04-15 14:44:21,2008-04-15 15:59:07,,,
1027,,,,2008-04-15 15:06:05,2008-04-15 15:07:14
1027,,,,2008-04-15 15:57:15,2008-04-15 15:59:07
1081,2008-04-15 08:18:12,2008-04-15 11:08:18,,,
1081,,,2008-04-15 08:18:12,,
1081,,,2008-04-15 08:48:00,,
1081,,,2008-04-15 08:56:44,,
1081,,,,2008-04-15 09:12:19,2008-04-15 09:14:17
1081,,,,2008-04-15 09:25:35,2008-04-15 09:26:43
1081,,,2008-04-15 10:45:37,,
1081,,,2008-04-15 11:08:18,,
1137,2008-04-15 12:46:16,2008-04-15 12:52:32,,,
1137,,,2008-04-15 12:46:16,,
1137,,,2008-04-15 12:52:32,,
1020,2008-04-15 12:55:22,2008-04-15 14:38:11,,,
1020,,,2008-04-15 12:55:22,,
1020,,,,2008-04-15 13:39:26,2008-04-15 13:40:03
1020,,,,2008-04-15 14:37:42,2008-04-15 14:38:11
1082,2008-04-15 08:18:18,2008-04-15 08:29:10,,,
1082,,,2008-04-15 08:18:18,,
1082,,,2008-04-15 08:29:10,,
1050,2008-04-15 08:29:01,2008-04-15 08:35:05,,,
1050,,,2008-04-15 08:29:01,,
1050,,,2008-04-15 08:35:05,,
1064,2008-04-15 08:54:26,2008-04-15 09:58:36,,,
1064,,,2008-04-15 08:54:26,,
1064,,,2008-04-15 09:19:02,,
1064,,,2008-04-15 09:24:55,,
1064,,,2008-04-15 09:27:29,,
1064,,,2008-04-15 09:33:18,,
1064,,,,2008-04-15 09:58:32,2008-04-15 09:58:36
1073,2008-04-15 09:59:44,2008-04-15 11:10:32,,,
1073,,,2008-04-15 09:59:44,,
1073,,,,2008-04-15 10:33:36,2008-04-15 10:33:51
1073,,,,2008-04-15 11:10:30,2008-04-15 11:10:32
1108,2008-04-15 12:03:37,2008-04-15 13:14:22,,,
1108,,,2008-04-15 12:03:37,,
1108,,,2008-04-15 12:42:04,,
1108,,,,2008-04-15 13:10:56,2008-04-15 13:12:43
1108,,,,2008-04-15 13:13:08,2008-04-15 13:14:22
1158,2008-04-15 13:25:01,2008-04-15 13:38:11,,,
1158,,,2008-04-15 13:25:01,,
1158,,,2008-04-15 13:38:11,,
1226,2008-04-15 13:47:19,2008-04-15 15:44:27,,,
1226,,,2008-04-15 13:47:19,,
1226,,,,2008-04-15 14:37:43,2008-04-15 14:38:40
1226,,,2008-04-15 15:19:17,,
1226,,,,2008-04-15 15:43:02,2008-04-15 15:44:27
1198,2008-04-14 09:15:21,2008-04-14 10:08:42,,,
1198,,,2008-04-14 09:15:21,,
1198,,,,2008-04-14 09:39:30,2008-04-14 09:39:33
1198,,,,2008-04-14 10:08:14,2008-04-14 10:08:42
1209,2008-04-14 10:09:25,2008-04-14 12:23:43,,,
1209,,,2008-04-14 10:09:25,,
1209,,,,2008-04-14 10:47:08,2008-04-14 10:47:11
1209,,,2008-04-14 11:33:54,,
1209,,,,2008-04-14 12:08:39,2008-04-14 12:23:43
1083,2008-04-15 08:18:25,2008-04-15 08:27:29,,,
1083,,,2008-04-15 08:18:25,,
1083,,,2008-04-15 08:27:29,,
1049,2008-04-15 08:29:31,2008-04-15 08:35:35,,,
1049,,,2008-04-15 08:29:31,,
1049,,,2008-04-15 08:35:35,,
1161,2008-04-15 08:38:04,2008-04-15 11:09:25,,,
1161,,,2008-04-15 08:38:04,,
1161,,,,2008-04-15 09:07:26,2008-04-15 09:07:36
1161,,,2008-04-15 10:34:33,,
1161,,,2008-04-15 11:03:52,,
1161,,,2008-04-15 11:09:25,,
1063,2008-04-15 11:47:05,2008-04-15 13:50:44,,,
1063,,,2008-04-15 11:47:05,,
1063,,,2008-04-15 12:21:43,,
1063,,,,2008-04-15 12:34:53,2008-04-15 12:36:06
1063,,,2008-04-15 13:32:41,,
1063,,,2008-04-15 13:50:44,,
1013,2008-04-15 14:30:35,2008-04-15 16:07:28,,,
1013,,,2008-04-15 14:30:35,,
1013,,,,2008-04-15 15:20:17,2008-04-15 15:20:40
1013,,,2008-04-15 15:23:23,,
1013,,,,2008-04-15 16:03:13,2008-04-15 16:07:28
1084,2008-04-15 08:18:34,2008-04-15 08:54:34,,,
1084,,,2008-04-15 08:18:34,,
1084,,,2008-04-15 08:48:28,,
1084,,,,2008-04-15 08:52:17,2008-04-15 08:54:34
1059,2008-04-15 08:59:43,2008-04-15 09:05:43,,,
1059,,,2008-04-15 08:59:43,,
1059,,,2008-04-15 09:05:43,,
1095,2008-04-15 09:09:58,2008-04-15 09:15:22,,,
1095,,,2008-04-15 09:09:58,,
1095,,,2008-04-15 09:15:22,,
1211,2008-04-15 09:20:35,2008-04-15 10:44:07,,,
1211,,,2008-04-15 09:20:35,,
1211,,,,2008-04-15 09:50:16,2008-04-15 09:50:53
1211,,,2008-04-15 10:28:30,,
1211,,,2008-04-15 10:44:07,,
1069,2008-04-15 11:49:49,2008-04-15 13:17:22,,,
1069,,,2008-04-15 11:49:49,,
1069,,,,2008-04-15 12:13:31,2008-04-15 12:15:03
1069,,,2008-04-15 13:01:10,,
1069,,,,2008-04-15 13:15:05,2008-04-15 13:17:22
1222,2008-04-15 13:30:11,2008-04-15 13:38:05,,,
1222,,,2008-04-15 13:30:11,,
1222,,,2008-04-15 13:38:05,,
1228,2008-04-15 13:48:21,2008-04-15 16:51:35,,,
1228,,,2008-04-15 13:48:21,,
1228,,,2008-04-15 14:36:39,,
1228,,,,2008-04-15 15:00:29,2008-04-15 15:03:27
1228,,,2008-04-15 15:24:21,,
1228,,,2008-04-15 15:34:51,,
1228,,,2008-04-15 15:52:38,,
1228,,,2008-04-15 16:09:15,,
1228,,,,2008-04-15 16:40:59,2008-04-15 16:51:35
1208,2008-04-14 10:05:35,2008-04-14 10:13:56,,,
1208,,,2008-04-14 10:05:35,,
1208,,,2008-04-14 10:13:56,,
1207,2008-04-14 10:16:03,2008-04-14 12:45:10,,,
1207,,,2008-04-14 10:16:03,,
1207,,,2008-04-14 11:03:16,,
1207,,,,2008-04-14 11:14:53,2008-04-14 11:18:34
1207,,,2008-04-14 12:06:47,,
1207,,,2008-04-14 12:34:15,,
1207,,,,2008-04-14 12:41:53,2008-04-14 12:45:10
1156,2008-04-15 08:33:47,2008-04-15 08:37:32,,,
1156,,,2008-04-15 08:33:47,,
1156,,,2008-04-15 08:37:32,,
1157,2008-04-15 08:37:49,2008-04-15 10:31:39,,,
1157,,,2008-04-15 08:37:49,,
1157,,,2008-04-15 09:10:13,,
1157,,,,2008-04-15 09:19:31,2008-04-15 09:20:15
1157,,,,2008-04-15 10:31:36,2008-04-15 10:31:39
1117,2008-04-15 12:18:40,2008-04-15 14:20:14,,,
1117,,,2008-04-15 12:18:40,,
1117,,,,2008-04-15 12:59:04,2008-04-15 13:00:53
1117,,,2008-04-15 13:04:46,,
1117,,,2008-04-15 13:18:19,,
1117,,,,2008-04-15 13:33:33,2008-04-15 13:33:49
1117,,,2008-04-15 13:39:38,,
1117,,,,2008-04-15 14:18:35,2008-04-15 14:20:14
1047,2008-04-15 14:36:47,2008-04-15 15:13:30,,,
1047,,,2008-04-15 14:36:47,,
1047,,,,2008-04-15 15:13:23,2008-04-15 15:13:30
1168,,,2008-04-14 10:21:57,,
1168,2008-04-14 10:22:18,2008-04-14 10:29:35,,,
1168,,,2008-04-14 10:22:18,,
1168,,,2008-04-14 10:26:40,,
1168,,,2008-04-14 10:29:35,,
1086,2008-04-14 10:37:17,2008-04-14 10:38:21,,,
1086,,,,2008-04-14 10:37:17,2008-04-14 10:38:21
1086,2008-04-14 10:38:21,2008-04-14 10:40:49,,,
1086,2008-04-14 10:40:49,2008-04-14 12:48:54,,,
1086,,,,2008-04-14 10:40:49,2008-04-14 10:41:36
1086,,,,2008-04-14 11:24:02,2008-04-14 11:26:11
1086,,,2008-04-14 11:34:27,,
1086,,,2008-04-14 12:03:55,,
1086,,,,2008-04-14 12:07:53,2008-04-14 12:08:25
1086,,,2008-04-14 12:38:00,,
1086,,,,2008-04-14 12:46:20,2008-04-14 12:48:54
1087,2008-04-15 08:18:59,2008-04-15 10:00:45,,,
1087,,,2008-04-15 08:18:59,,
1087,,,2008-04-15 08:49:10,,
1087,,,,2008-04-15 09:10:36,2008-04-15 09:11:45
1087,,,,2008-04-15 10:00:40,2008-04-15 10:00:45
1001,2008-04-15 10:04:04,2008-04-15 10:13:38,,,
1001,,,2008-04-15 10:04:04,,
1001,,,2008-04-15 10:13:38,,
1163,2008-04-15 10:13:52,2008-04-15 12:33:38,,,
1163,,,2008-04-15 10:13:52,,
1163,,,,2008-04-15 10:41:33,2008-04-15 10:41:53
1163,,,,2008-04-15 11:32:20,2008-04-15 11:34:04
1163,,,,2008-04-15 12:02:20,2008-04-15 12:03:05
1163,,,,2008-04-15 12:31:45,2008-04-15 12:33:38
1131,2008-04-15 12:46:00,2008-04-15 13:59:51,,,
1131,,,2008-04-15 12:46:00,,
1131,,,2008-04-15 12:51:55,,
1131,,,,2008-04-15 13:54:18,2008-04-15 13:54:24
1131,,,,2008-04-15 13:57:08,2008-04-15 13:59:51
1232,2008-04-15 14:01:18,2008-04-15 14:07:41,,,
1232,,,2008-04-15 14:01:18,,
1232,,,2008-04-15 14:07:41,,
1022,2008-04-15 14:16:48,2008-04-15 15:39:06,,,
1022,,,2008-04-15 14:16:48,,
1022,,,,2008-04-15 14:41:34,2008-04-15 14:42:13
1022,,,2008-04-15 15:31:19,,
1022,,,,2008-04-15 15:36:36,2008-04-15 15:39:06
1088,2008-04-15 08:19:13,2008-04-15 09:55:47,,,
1088,,,2008-04-15 08:19:13,,
1088,,,,2008-04-15 08:45:13,2008-04-15 08:46:26
1088,,,2008-04-15 08:50:11,,
1088,,,,2008-04-15 09:54:55,2008-04-15 09:55:47
1233,2008-04-15 10:04:16,2008-04-15 10:14:35,,,
1233,,,2008-04-15 10:04:16,,
1233,,,2008-04-15 10:14:35,,
1054,2008-04-15 10:24:30,2008-04-15 13:02:48,,,
1054,,,2008-04-15 10:24:30,,
1054,,,2008-04-15 11:10:09,,
1054,,,,2008-04-15 11:34:41,2008-04-15 11:36:04
1054,,,2008-04-15 12:44:24,,
1054,,,2008-04-15 13:02:48,,
1214,2008-04-15 13:29:52,2008-04-15 14:32:33,,,
1214,,,2008-04-15 13:29:52,,
1214,,,,2008-04-15 13:54:41,2008-04-15 13:54:44
1214,,,,2008-04-15 14:31:31,2008-04-15 14:32:33
1010,2008-04-14 10:20:51,2008-04-14 10:26:49,,,
1010,,,2008-04-14 10:20:51,,
1010,,,2008-04-14 10:26:49,,
1089,2008-04-15 08:19:45,2008-04-15 08:19:46,,,
1089,,,,2008-04-15 08:19:45,2008-04-15 08:19:46
1089,2008-04-15 08:19:46,2008-04-15 10:02:52,,,
1089,,,,2008-04-15 08:44:34,2008-04-15 08:45:21
1089,,,2008-04-15 09:22:29,,
1089,,,2008-04-15 10:02:52,,
1058,2008-04-15 10:04:34,2008-04-15 10:16:16,,,
1058,,,2008-04-15 10:04:34,,
1058,,,,2008-04-15 10:15:58,2008-04-15 10:16:16
1225,2008-04-15 10:20:51,2008-04-15 11:58:25,,,
1225,,,2008-04-15 10:20:51,,
1225,,,,2008-04-15 11:08:10,2008-04-15 11:08:22
1225,,,2008-04-15 11:10:36,,
1225,,,2008-04-15 11:54:28,,
1225,,,,2008-04-15 11:57:21,2008-04-15 11:58:25
1024,2008-04-15 12:19:02,2008-04-15 15:46:25,,,
1024,,,2008-04-15 12:19:02,,
1024,,,2008-04-15 13:08:43,,
1024,,,,2008-04-15 13:35:45,2008-04-15 13:35:48
1024,,,,2008-04-15 14:42:26,2008-04-15 14:43:59
1024,,,,2008-04-15 15:43:24,2008-04-15 15:46:25
1090,2008-04-15 08:19:49,2008-04-15 08:32:02,,,
1090,,,2008-04-15 08:19:49,,
1090,,,2008-04-15 08:32:02,,
1176,2008-04-15 08:52:28,2008-04-15 09:00:22,,,
1176,,,2008-04-15 08:52:28,,
1176,,,2008-04-15 09:00:22,,
1130,2008-04-15 12:45:51,2008-04-15 13:48:08,,,
1130,,,2008-04-15 12:45:51,,
1130,,,,2008-04-15 13:18:37,2008-04-15 13:19:48
1130,,,,2008-04-15 13:47:48,2008-04-15 13:48:08
1038,2008-04-15 13:49:12,2008-04-15 13:53:01,,,
1038,,,2008-04-15 13:49:12,,
1038,,,2008-04-15 13:53:01,,
1009,2008-04-15 14:00:19,2008-04-15 14:57:15,,,
1009,,,2008-04-15 14:00:19,,
1009,,,,2008-04-15 14:17:30,2008-04-15 14:17:33
1009,,,,2008-04-15 14:56:31,2008-04-15 14:57:15
1016,2008-04-14 11:09:43,2008-04-14 12:14:49,,,
1016,,,2008-04-14 11:09:43,,
1016,,,,2008-04-14 11:31:52,2008-04-14 11:31:56
1016,,,,2008-04-14 12:00:20,2008-04-14 12:00:45
1016,,,,2008-04-14 12:11:08,2008-04-14 12:14:49
1075,2008-04-15 11:28:41,2008-04-15 13:02:46,,,
1075,,,2008-04-15 11:28:41,,
1075,,,,2008-04-15 12:07:22,2008-04-15 12:08:48
1075,,,2008-04-15 12:51:19,,
1075,,,,2008-04-15 13:01:31,2008-04-15 13:02:46
1210,2008-04-15 13:10:19,2008-04-15 14:07:57,,,
1210,,,2008-04-15 13:10:19,,
