brind,startT,endT,stayDuration,commDuration
1144,2008-04-15 12:58:15.980,2008-04-15 12:58:25.010,,00:00:09.030000
1144,2008-04-15 13:25:07.970,2008-04-15 13:27:49.130,,00:02:41.160000
1144,2008-04-15 14:20:47.480,2008-04-15 14:23:59.960,,00:03:12.480000
1027,2008-04-15 14:37:21.980,2008-04-15 15:59:21.380,01:21:59.400000,
1027,2008-04-15 15:05:52.010,2008-04-15 15:07:34.850,,00:01:42.840000
1027,2008-04-15 15:56:57.980,2008-04-15 15:59:19.970,,00:02:21.990000
1081,2008-04-15 08:18:52.010,2008-04-15 11:08:53.990,02:50:01.980000,
1081,2008-04-15 08:47:47.000,2008-04-15 08:48:04.010,,00:00:17.010000
1081,2008-04-15 08:56:14.000,2008-04-15 08:57:24.980,,00:01:10.980000
1081,2008-04-15 09:11:51.980,2008-04-15 09:15:04.970,,00:03:12.990000
1081,2008-04-15 09:25:03.980,2008-04-15 09:26:44.960,,00:01:40.980000
1081,2008-04-15 10:44:24.980,2008-04-15 10:46:49.010,,00:02:24.030000
1081,2008-04-15 11:07:34.970,2008-04-15 11:08:25.970,,00:00:51
1052,2008-04-15 11:04:24.980,2008-04-15 11:14:35.990,00:10:11.010000,
1052,2008-04-15 11:02:02.900,2008-04-15 11:03:21.980,,00:01:19.080000
1052,2008-04-15 11:14:31.970,2008-04-15 11:14:47.960,,00:00:15.990000
1052,2008-04-15 11:15:25.010,2008-04-15 12:41:56.720,01:26:31.710000,
1052,2008-04-15 11:40:41.000,2008-04-15 11:44:21.980,,00:03:40.980000
1052,2008-04-15 12:15:47.960,2008-04-15 12:17:15.980,,00:01:28.020000
1052,2008-04-15 12:36:23.000,2008-04-15 12:37:57.980,,00:01:34.980000
1052,2008-04-15 12:39:34.970,2008-04-15 12:41:12.980,,00:01:38.010000
1137,2008-04-15 12:46:29.000,2008-04-15 12:52:05.960,00:05:36.960000,
1020,2008-04-15 12:55:50.990,2008-04-15 14:38:42.980,01:42:51.990000,
1020,2008-04-15 13:38:25.970,2008-04-15 13:40:04.940,,00:01:38.970000
1020,2008-04-15 14:03:31.970,2008-04-15 14:03:39.980,,00:00:08.010000
1023,2008-04-15 14:37:14.000,2008-04-15 14:44:58.970,00:07:44.970000,
1023,2008-04-15 14:44:38.960,2008-04-15 14:44:57.980,,00:00:19.020000
1023,2008-04-15 14:45:44.990,2008-04-15 16:41:05.000,01:55:20.010000,
1023,2008-04-15 15:25:57.980,2008-04-15 15:27:04.010,,00:01:06.030000
1023,2008-04-15 15:44:32.000,2008-04-15 15:45:29.990,,00:00:57.990000
1023,2008-04-15 15:52:38.960,2008-04-15 15:53:42.020,,00:01:03.060000
1023,2008-04-15 16:04:48.980,2008-04-15 16:05:11.990,,00:00:23.010000
1023,2008-04-15 16:28:26.990,2008-04-15 16:28:56.990,,00:00:30
1023,2008-04-15 16:37:20.960,2008-04-15 16:40:04.010,,00:02:43.050000
1082,2008-04-15 08:18:41.990,2008-04-15 08:21:35.450,00:02:53.460000,
1050,2008-04-15 08:29:06.980,2008-04-15 08:35:18.980,00:06:12,
1050,2008-04-15 08:35:26.990,2008-04-15 08:35:51.980,,00:00:24.990000
1064,2008-04-15 08:54:38.990,2008-04-15 09:58:51.590,01:04:12.600000,
1064,2008-04-15 09:18:05.000,2008-04-15 09:19:04.010,,00:00:59.010000
1064,2008-04-15 09:23:35.000,2008-04-15 09:24:12.980,,00:00:37.980000
1064,2008-04-15 09:24:17.960,2008-04-15 09:25:01.970,,00:00:44.010000
1064,2008-04-15 09:26:46.970,2008-04-15 09:27:27.980,,00:00:41.010000
1064,2008-04-15 09:31:29.990,2008-04-15 09:33:20.990,,00:01:51
1064,2008-04-15 09:36:11.990,2008-04-15 09:36:44.990,,00:00:33
1064,2008-04-15 09:57:30.980,2008-04-15 09:58:38.990,,00:01:08.010000
1073,2008-04-15 10:00:31.010,2008-04-15 11:11:13.940,01:10:42.930000,
1073,2008-04-15 10:33:15.980,2008-04-15 10:33:54.980,,00:00:39
1073,2008-04-15 11:09:31.010,2008-04-15 11:10:34.970,,00:01:03.960000
1108,2008-04-15 12:03:51.980,2008-04-15 13:14:23.960,01:10:31.980000,
1108,2008-04-15 12:03:15.980,2008-04-15 12:03:44.990,,00:00:29.010000
1108,2008-04-15 12:41:12.980,2008-04-15 12:42:09.980,,00:00:57
1108,2008-04-15 13:10:28.970,2008-04-15 13:12:50.960,,00:02:21.990000
1108,2008-04-15 13:13:09.980,2008-04-15 13:14:34.820,,00:01:24.840000
1158,2008-04-15 13:26:17.000,2008-04-15 13:36:32.660,00:10:15.660000,
1158,2008-04-15 13:24:40.010,2008-04-15 13:25:02.990,,00:00:22.980000
1158,2008-04-15 13:38:16.970,2008-04-15 13:38:25.970,,00:00:09
1226,2008-04-15 13:47:53.990,2008-04-15 14:51:10.970,01:57:39.660000,
1226,2008-04-15 13:47:05.990,2008-04-15 13:47:29.990,,00:00:24
1226,2008-04-15 14:37:08.960,2008-04-15 14:38:44.990,,00:01:36.030000
1226,2008-04-15 15:18:50.990,2008-04-15 15:19:20.000,,00:00:29.010000
1226,2008-04-15 15:19:22.010,2008-04-15 15:19:27.020,,00:00:05.010000
1226,2008-04-15 15:41:34.940,2008-04-15 15:43:04.970,,00:01:30.030000
1226,2008-04-15 15:44:12.980,2008-04-15 15:44:32.000,,00:00:19.020000
1083,2008-04-15 08:18:44.990,2008-04-15 08:27:12.980,00:08:27.990000,
1083,2008-04-15 08:27:19.970,2008-04-15 08:27:35.000,,00:00:15.030000
1049,2008-04-15 08:29:46.970,2008-04-15 08:35:22.310,00:05:35.340000,
1161,2008-04-15 08:38:43.010,2008-04-15 11:10:14.600,02:31:31.590000,
1161,2008-04-15 09:05:32.000,2008-04-15 09:07:38.000,,00:02:06
1161,2008-04-15 10:33:56.990,2008-04-15 10:34:33.980,,00:00:36.990000
1161,2008-04-15 10:57:37.970,2008-04-15 11:01:23.000,,00:03:45.030000
1161,2008-04-15 11:01:36.980,2008-04-15 11:03:54.980,,00:02:18
1161,2008-04-15 11:08:25.970,2008-04-15 11:09:31.010,,00:01:05.040000
1063,2008-04-15 11:47:10.010,2008-04-15 13:51:32.210,02:04:22.200000,
1063,2008-04-15 11:46:43.970,2008-04-15 11:47:20.990,,00:00:37.020000
1063,2008-04-15 12:21:00.980,2008-04-15 12:21:35.930,,00:00:34.950000
1063,2008-04-15 12:34:37.970,2008-04-15 12:36:20.000,,00:01:42.030000
1063,2008-04-15 13:32:06.980,2008-04-15 13:33:00.980,,00:00:54
1063,2008-04-15 13:48:26.990,2008-04-15 13:48:56.990,,00:00:30
1063,2008-04-15 13:49:32.990,2008-04-15 13:50:49.010,,00:01:16.020000
1230,2008-04-15 13:47:40.640,2008-04-15 13:54:38.960,00:06:58.320000,
1230,2008-04-15 13:54:48.980,2008-04-15 13:55:06.980,,00:00:18
1230,2008-04-15 13:54:59.990,2008-04-15 14:25:54.980,00:30:54.990000,
1230,2008-04-15 14:23:25.010,2008-04-15 14:25:14.000,,00:01:48.990000
1013,2008-04-15 14:30:51.980,2008-04-15 16:08:27.170,01:37:35.190000,
1013,2008-04-15 14:30:22.970,2008-04-15 14:30:39.980,,00:00:17.010000
1013,2008-04-15 15:17:44.960,2008-04-15 15:20:56.000,,00:03:11.040000
1013,2008-04-15 15:22:41.000,2008-04-15 15:23:02.990,,00:00:21.990000
1013,2008-04-15 16:02:49.100,2008-04-15 16:07:30.980,,00:04:41.880000
1084,2008-04-15 08:18:50.990,2008-04-15 08:55:34.970,00:36:43.980000,
1084,2008-04-15 08:25:41.990,2008-04-15 08:25:53.990,,00:00:12
1084,2008-04-15 08:48:08.990,2008-04-15 08:48:45.830,,00:00:36.840000
1084,2008-04-15 08:50:47.000,2008-04-15 08:54:32.000,,00:03:45
1084,2008-04-15 08:55:41.990,2008-04-15 08:56:05.990,,00:00:24
1059,2008-04-15 08:59:53.990,2008-04-15 09:05:39.980,00:05:45.990000,
1059,2008-04-15 08:59:25.970,2008-04-15 08:59:59.990,,00:00:34.020000
1095,2008-04-15 09:10:22.970,2008-04-15 09:15:27.950,00:05:04.980000,
1095,2008-04-15 09:09:23.990,2008-04-15 09:10:03.950,,00:00:39.960000
1095,2008-04-15 09:10:16.970,2008-04-15 09:10:19.970,,00:00:03
1095,2008-04-15 09:15:11.000,2008-04-15 09:15:23.990,,00:00:12.990000
1211,2008-04-15 09:20:59.960,2008-04-15 10:44:52.700,01:23:52.740000,
1211,2008-04-15 09:20:21.980,2008-04-15 09:20:36.980,,00:00:15
1211,2008-04-15 09:33:30.980,2008-04-15 09:33:48.980,,00:00:18
1211,2008-04-15 09:49:44.990,2008-04-15 09:50:56.990,,00:01:12
1211,2008-04-15 09:53:39.980,2008-04-15 09:54:08.000,,00:00:28.020000
1211,2008-04-15 10:26:50.990,2008-04-15 10:29:41.990,,00:02:51
1211,2008-04-15 10:32:50.990,2008-04-15 10:33:13.970,,00:00:22.980000
1211,2008-04-15 10:43:43.970,2008-04-15 10:44:23.990,,00:00:40.020000
1069,2008-04-15 11:50:56.990,2008-04-15 13:18:02.780,01:27:05.790000,
1069,2008-04-15 11:49:31.010,2008-04-15 11:49:51.980,,00:00:20.970000
1069,2008-04-15 12:13:12.980,2008-04-15 12:15:22.970,,00:02:09.990000
1069,2008-04-15 13:14:39.980,2008-04-15 13:17:38.990,,00:02:59.010000
1069,2008-04-15 13:18:02.990,2008-04-15 13:18:07.970,,00:00:04.980000
1222,2008-04-15 13:31:12.980,2008-04-15 13:37:45.050,00:06:32.070000,
1228,2008-04-15 13:48:41.000,2008-04-15 16:53:20.990,03:04:39.990000,
1228,2008-04-15 13:48:11.990,2008-04-15 13:48:26.990,,00:00:15
1228,2008-04-15 14:36:26.000,2008-04-15 14:37:08.960,,00:00:42.960000
1228,2008-04-15 15:00:13.970,2008-04-15 15:03:40.970,,00:03:27
1228,2008-04-15 15:04:11.330,2008-04-15 15:05:46.970,,00:01:35.640000
1228,2008-04-15 15:19:27.020,2008-04-15 15:23:48.980,,00:04:21.960000
1228,2008-04-15 15:31:50.000,2008-04-15 15:34:17.540,,00:02:27.540000
1228,2008-04-15 15:43:08.000,2008-04-15 15:44:12.980,,00:01:04.980000
1228,2008-04-15 15:52:00.980,2008-04-15 15:52:38.960,,00:00:37.980000
1228,2008-04-15 16:09:07.010,2008-04-15 16:09:27.980,,00:00:20.970000
1228,2008-04-15 16:28:56.990,2008-04-15 16:29:10.970,,00:00:13.980000
1228,2008-04-15 16:40:06.980,2008-04-15 16:41:35.000,,00:01:28.020000
1228,2008-04-15 16:41:42.980,2008-04-15 16:42:00.980,,00:00:18
1228,2008-04-15 16:45:28.970,2008-04-15 16:46:50.000,,00:01:21.030000
1228,2008-04-15 16:48:47.000,2008-04-15 16:52:40.970,,00:03:53.970000
1085,2008-04-15 08:19:44.990,2008-04-15 08:31:17.990,00:11:33,
1085,2008-04-15 08:30:19.970,2008-04-15 08:30:34.400,,00:00:14.430000
1156,2008-04-15 08:33:53.990,2008-04-15 08:37:20.990,00:03:27,
1156,2008-04-15 08:33:31.970,2008-04-15 08:33:48.320,,00:00:16.350000
1157,2008-04-15 08:38:24.980,2008-04-15 10:32:33.590,01:54:08.610000,
1157,2008-04-15 09:10:03.950,2008-04-15 09:10:14.330,,00:00:10.380000
1157,2008-04-15 09:19:06.980,2008-04-15 09:20:19.970,,00:01:12.990000
1157,2008-04-15 10:14:11.990,2008-04-15 10:14:37.970,,00:00:25.980000
1157,2008-04-15 10:29:41.990,2008-04-15 10:31:44.990,,00:02:03
1040,2008-04-15 10:25:14.000,2008-04-15 10:32:50.000,00:07:36,
1040,2008-04-15 10:24:06.980,2008-04-15 10:24:32.990,,00:00:26.010000
1040,2008-04-15 10:33:16.970,2008-04-15 12:10:32.990,01:37:16.020000,
1040,2008-04-15 10:32:43.970,2008-04-15 10:32:50.990,,00:00:07.020000
1040,2008-04-15 11:06:14.960,2008-04-15 11:07:33.980,,00:01:19.020000
1040,2008-04-15 11:37:59.000,2008-04-15 11:40:38.990,,00:02:39.990000
1040,2008-04-15 12:06:05.000,2008-04-15 12:09:13.970,,00:03:08.970000
1117,2008-04-15 12:19:10.970,2008-04-15 14:08:38.000,02:04:15,
1117,2008-04-15 12:57:26.000,2008-04-15 13:01:17.960,,00:03:51.960000
1117,2008-04-15 13:02:57.980,2008-04-15 13:04:51.980,,00:01:54
1117,2008-04-15 13:17:38.990,2008-04-15 13:18:02.990,,00:00:24
1117,2008-04-15 13:33:04.970,2008-04-15 13:34:02.390,,00:00:57.420000
1117,2008-04-15 13:39:26.990,2008-04-15 13:39:34.490,,00:00:07.500000
1117,2008-04-15 14:18:14.990,2008-04-15 14:20:47.480,,00:02:32.490000
1047,2008-04-15 14:37:25.970,2008-04-15 15:13:18.950,00:35:52.980000,
1047,2008-04-15 15:12:49.010,2008-04-15 15:13:31.010,,00:00:42
1042,2008-04-15 15:10:53.960,2008-04-15 15:16:32.990,00:05:39.030000,
1042,2008-04-15 15:10:03.980,2008-04-15 15:10:28.010,,00:00:24.030000
1042,2008-04-15 15:17:05.990,2008-04-15 16:19:51.980,01:02:45.990000,
1042,2008-04-15 15:34:31.970,2008-04-15 15:35:59.900,,00:01:27.930000
1042,2008-04-15 15:41:17.000,2008-04-15 15:41:33.980,,00:00:16.980000
1042,2008-04-15 16:15:57.680,2008-04-15 16:19:45.980,,00:03:48.300000
1087,2008-04-15 08:19:38.990,2008-04-15 10:01:45.980,01:42:06.990000,
1087,2008-04-15 08:48:52.130,2008-04-15 08:49:18.890,,00:00:26.760000
1087,2008-04-15 09:10:19.970,2008-04-15 09:11:51.980,,00:01:32.010000
1087,2008-04-15 09:59:48.800,2008-04-15 10:00:47.090,,00:00:58.290000
1001,2008-04-15 10:04:12.980,2008-04-15 10:12:59.000,00:08:46.020000,
1163,2008-04-15 10:14:39.980,2008-04-15 12:34:21.800,02:19:41.820000,
1163,2008-04-15 10:41:05.990,2008-04-15 10:41:31.970,,00:00:25.980000
1163,2008-04-15 11:32:02.000,2008-04-15 11:34:35.990,,00:02:33.990000
1163,2008-04-15 11:36:07.940,2008-04-15 11:36:25.010,,00:00:17.070000
1163,2008-04-15 12:01:55.970,2008-04-15 12:03:15.980,,00:01:20.010000
1163,2008-04-15 12:30:21.980,2008-04-15 12:31:55.970,,00:01:33.990000
1163,2008-04-15 12:32:10.970,2008-04-15 12:33:41.990,,00:01:31.020000
1131,2008-04-15 12:46:43.970,2008-04-15 14:00:45.080,01:14:01.110000,
1131,2008-04-15 12:51:28.970,2008-04-15 12:51:59.990,,00:00:31.020000
1131,2008-04-15 13:18:07.970,2008-04-15 13:18:22.010,,00:00:14.040000
1131,2008-04-15 13:33:59.990,2008-04-15 13:34:24.980,,00:00:24.990000
1131,2008-04-15 13:52:47.990,2008-04-15 13:52:55.010,,00:00:07.020000
1131,2008-04-15 13:53:05.000,2008-04-15 13:54:26.990,,00:01:21.990000
1131,2008-04-15 13:54:45.980,2008-04-15 13:54:48.980,,00:00:03
1131,2008-04-15 13:55:06.980,2008-04-15 13:59:56.990,,00:04:50.010000
1232,2008-04-15 14:01:35.990,2008-04-15 14:07:00.980,00:05:24.990000,
1232,2008-04-15 14:07:29.990,2008-04-15 14:07:53.990,,00:00:24
1022,2008-04-15 14:18:32.000,2008-04-15 15:39:50.960,01:21:18.960000,
1022,2008-04-15 14:37:07.970,2008-04-15 14:38:18.980,,00:01:11.010000
1022,2008-04-15 14:41:13.970,2008-04-15 14:42:18.980,,00:01:05.010000
1022,2008-04-15 15:30:41.990,2008-04-15 15:34:25.760,,00:03:43.770000
1022,2008-04-15 15:36:05.990,2008-04-15 15:39:25.970,,00:03:19.980000
1088,2008-04-15 08:19:25.970,2008-04-15 09:56:20.990,01:36:55.020000,
1088,2008-04-15 08:44:44.000,2008-04-15 08:46:56.000,,00:02:12
1088,2008-04-15 09:54:08.990,2008-04-15 09:55:50.990,,00:01:42
1233,2008-04-15 10:04:38.000,2008-04-15 10:13:35.990,00:08:57.990000,
1054,2008-04-15 10:24:45.980,2008-04-15 13:03:06.980,02:38:21,
1054,2008-04-15 11:34:35.990,2008-04-15 11:36:07.940,,00:01:31.950000
1054,2008-04-15 12:29:46.010,2008-04-15 12:30:20.960,,00:00:34.950000
1054,2008-04-15 12:31:55.970,2008-04-15 12:32:10.970,,00:00:15
1054,2008-04-15 12:44:11.990,2008-04-15 12:44:43.010,,00:00:31.020000
1054,2008-04-15 13:00:44.990,2008-04-15 13:02:51.680,,00:02:06.690000
1214,2008-04-15 13:30:55.970,2008-04-15 14:33:04.970,01:02:09,
1214,2008-04-15 13:29:42.020,2008-04-15 13:30:27.980,,00:00:45.960000
1214,2008-04-15 13:40:22.970,2008-04-15 13:40:45.980,,00:00:23.010000
1214,2008-04-15 13:54:26.990,2008-04-15 13:54:45.980,,00:00:18.990000
1214,2008-04-15 14:31:07.010,2008-04-15 14:32:45.620,,00:01:38.610000
1089,2008-04-15 08:19:59.990,2008-04-15 10:04:10.010,01:44:10.020000,
1089,2008-04-15 08:43:59.000,2008-04-15 08:45:22.970,,00:01:23.970000
1089,2008-04-15 08:49:49.280,2008-04-15 08:50:07.010,,00:00:17.730000
1089,2008-04-15 09:20:38.960,2008-04-15 09:21:12.980,,00:00:34.020000
1089,2008-04-15 10:00:50.990,2008-04-15 10:02:56.990,,00:02:06
1058,2008-04-15 10:05:09.980,2008-04-15 10:14:55.460,00:09:45.480000,
1058,2008-04-15 10:15:50.000,2008-04-15 10:16:02.000,,00:00:12
1225,2008-04-15 10:20:57.980,2008-04-15 11:58:56.930,01:37:58.950000,
1225,2008-04-15 10:20:41.000,2008-04-15 10:20:51.980,,00:00:10.980000
1225,2008-04-15 10:40:27.980,2008-04-15 10:40:34.970,,00:00:06.990000
1225,2008-04-15 11:07:44.990,2008-04-15 11:08:28.340,,00:00:43.350000
1225,2008-04-15 11:10:02.960,2008-04-15 11:10:56.000,,00:00:53.040000
1225,2008-04-15 11:54:29.990,2008-04-15 11:55:23.990,,00:00:54
1225,2008-04-15 11:56:13.730,2008-04-15 11:58:52.130,,00:02:38.400000
1024,2008-04-15 12:19:35.000,2008-04-15 15:46:57.890,03:27:22.890000,
1024,2008-04-15 12:19:32.000,2008-04-15 12:19:35.930,,00:00:03.930000
1024,2008-04-15 13:08:40.010,2008-04-15 13:09:37.970,,00:00:57.960000
1024,2008-04-15 13:34:08.990,2008-04-15 13:36:09.980,,00:02:00.990000
1024,2008-04-15 14:42:07.970,2008-04-15 14:44:26.990,,00:02:19.020000
1024,2008-04-15 15:42:41.990,2008-04-15 15:46:39.980,,00:03:57.990000
1090,2008-04-15 08:19:58.970,2008-04-15 08:31:51.980,00:11:53.010000,
1176,2008-04-15 08:52:18.980,2008-04-15 09:00:27.980,00:08:09,
1176,2008-04-15 08:52:00.980,2008-04-15 08:52:35.990,,00:00:35.010000
1176,2008-04-15 09:00:15.980,2008-04-15 09:00:34.010,,00:00:18.030000
1145,2008-04-15 09:28:39.980,2008-04-15 12:36:30.680,03:07:50.700000,
1145,2008-04-15 09:27:27.980,2008-04-15 09:27:53.990,,00:00:26.010000
1145,2008-04-15 10:21:55.970,2008-04-15 10:23:47.990,,00:01:52.020000
1145,2008-04-15 11:08:28.340,2008-04-15 11:10:02.960,,00:01:34.620000
1145,2008-04-15 12:19:42.020,2008-04-15 12:20:37.970,,00:00:55.950000
1145,2008-04-15 12:33:47.990,2008-04-15 12:35:51.980,,00:02:03.990000
1130,2008-04-15 12:46:53.990,2008-04-15 13:48:41.450,01:01:47.460000,
1130,2008-04-15 13:18:22.010,2008-04-15 13:20:00.980,,00:01:38.970000
1130,2008-04-15 13:47:29.990,2008-04-15 13:48:11.990,,00:00:42
1038,2008-04-15 13:49:17.990,2008-04-15 13:53:04.310,00:03:46.320000,
1038,2008-04-15 13:48:56.990,2008-04-15 13:49:32.990,,00:00:36
1038,2008-04-15 13:52:55.010,2008-04-15 13:53:05.000,,00:00:09.990000
1009,2008-04-15 14:00:30.980,2008-04-15 14:57:49.220,00:57:18.240000,
1009,2008-04-15 13:59:56.990,2008-04-15 14:01:25.010,,00:01:28.020000
1009,2008-04-15 14:17:05.990,2008-04-15 14:17:43.970,,00:00:37.980000
1009,2008-04-15 14:56:14.960,2008-04-15 14:57:21.020,,00:01:06.060000
1106,2008-04-15 08:20:08.000,2008-04-15 11:15:50.990,02:55:42.990000,
1106,2008-04-15 09:15:23.990,2008-04-15 09:19:29.990,,00:04:06
1106,2008-04-15 10:24:32.990,2008-04-15 10:24:42.980,,00:00:09.990000
1106,2008-04-15 10:24:59.450,2008-04-15 10:26:50.990,,00:01:51.540000
1106,2008-04-15 11:10:57.980,2008-04-15 11:15:28.970,,00:04:30.990000
1075,2008-04-15 11:29:02.960,2008-04-15 13:05:31.910,01:36:28.950000,
1075,2008-04-15 11:28:23.000,2008-04-15 11:28:44.990,,00:00:21.990000
1075,2008-04-15 12:07:24.020,2008-04-15 12:09:10.010,,00:01:45.990000
1075,2008-04-15 13:01:17.960,2008-04-15 13:02:50.960,,00:01:33
1075,2008-04-15 13:06:50.000,2008-04-15 13:07:05.990,,00:00:15.990000
1210,2008-04-15 13:08:55.970,2008-04-15 14:08:18.380,00:59:22.410000,
1210,2008-04-15 13:32:24.980,2008-04-15 13:33:59.990,,00:01:35.010000
1210,2008-04-15 14:05:00.980,2008-04-15 14:07:02.990,,00:02:02.010000
1210,2008-04-15 14:07:14.000,2008-04-15 14:07:29.990,,00:00:15.990000
1012,2008-04-15 14:08:50.990,2008-04-15 15:30:32.990,01:21:42,
1012,2008-04-15 14:07:53.990,2008-04-15 14:08:11.000,,00:00:17.010000
1012,2008-04-15 14:37:00.740,2008-04-15 14:37:07.010,,00:00:06.270000
1012,2008-04-15 14:44:09.980,2008-04-15 14:44:31.310,,00:00:21.330000
1012,2008-04-15 14:44:36.980,2008-04-15 14:45:45.950,,00:01:08.970000
1012,2008-04-15 15:26:45.290,2008-04-15 15:30:36.980,,00:03:51.690000
1107,2008-04-15 08:20:26.000,2008-04-15 08:27:08.990,00:06:42.990000,
1011,2008-04-15 08:30:00.980,2008-04-15 08:32:54.980,00:02:54,
1180,2008-04-15 08:54:35.000,2008-04-15 09:01:32.420,00:06:57.420000,
1180,2008-04-15 08:53:42.890,2008-04-15 08:54:29.990,,00:00:47.100000
1223,2008-04-15 09:45:32.000,2008-04-15 09:56:03.980,00:10:31.980000,
1223,2008-04-15 09:44:51.980,2008-04-15 09:45:10.010,,00:00:18.030000
1223,2008-04-15 09:46:21.980,2008-04-15 09:46:44.990,,00:00:23.010000
1223,2008-04-15 09:49:32.000,2008-04-15 09:49:44.990,,00:00:12.990000
1223,2008-04-15 09:56:04.970,2008-04-15 09:56:14.990,,00:00:10.020000
1072,2008-04-15 10:00:41.000,2008-04-15 11:25:44.960,01:25:03.960000,
1072,2008-04-15 09:58:41.990,2008-04-15 09:59:46.970,,00:01:04.980000
1072,2008-04-15 10:47:22.010,2008-04-15 10:48:32.990,,00:01:10.980000
1072,2008-04-15 11:05:06.980,2008-04-15 11:06:08.990,,00:01:02.010000
1072,2008-04-15 11:21:11.960,2008-04-15 11:25:10.970,,00:03:59.010000
1055,2008-04-15 11:20:30.980,2008-04-15 11:26:44.000,00:06:13.020000,
1055,2008-04-15 11:20:07.970,2008-04-15 11:20:23.990,,00:00:16.020000
1055,2008-04-15 11:26:50.000,2008-04-15 11:27:00.980,,00:00:10.980000
1055,2008-04-15 11:27:36.980,2008-04-15 12:57:44.660,01:30:07.680000,
1055,2008-04-15 11:53:12.980,2008-04-15 11:53:19.970,,00:00:06.990000
1055,2008-04-15 12:19:33.980,2008-04-15 12:19:50.000,,00:00:16.020000
1055,2008-04-15 12:40:02.990,2008-04-15 12:41:56.990,,00:01:54
1055,2008-04-15 12:42:05.000,2008-04-15 12:45:02.990,,00:02:57.990000
1055,2008-04-15 12:56:33.980,2008-04-15 12:57:32.000,,00:00:58.020000
1039,2008-04-15 13:49:38.000,2008-04-15 13:53:14.900,00:03:36.900000,
1234,2008-04-15 14:01:13.970,2008-04-15 15:15:56.960,01:14:42.990000,
1234,2008-04-15 14:11:13.640,2008-04-15 14:11:56.990,,00:00:43.350000
1234,2008-04-15 14:26:38.990,2008-04-15 14:27:04.970,,00:00:25.980000
1234,2008-04-15 14:33:14.990,2008-04-15 14:35:41.990,,00:02:27
1234,2008-04-15 15:12:50.960,2008-04-15 15:14:15.980,,00:01:25.020000
1234,2008-04-15 15:16:11.000,2008-04-15 15:16:21.950,,00:00:10.950000
1229,2008-04-15 15:19:32.990,2008-04-15 16:09:18.620,00:49:45.630000,
1229,2008-04-15 15:17:05.960,2008-04-15 15:17:50.990,,00:00:45.030000
1229,2008-04-15 15:53:42.020,2008-04-15 15:54:04.970,,00:00:22.950000
1229,2008-04-15 16:03:19.010,2008-04-15 16:04:04.970,,00:00:45.960000
1111,2008-04-15 08:20:30.980,2008-04-15 11:39:09.980,03:18:39,
1111,2008-04-15 08:49:23.990,2008-04-15 08:49:46.010,,00:00:22.020000
1111,2008-04-15 09:06:56.480,2008-04-15 09:08:40.970,,00:01:44.490000
1111,2008-04-15 11:03:21.980,2008-04-15 11:04:54.980,,00:01:33
1111,2008-04-15 11:36:28.970,2008-04-15 11:38:30.980,,00:02:02.010000
1114,2008-04-15 12:18:42.980,2008-04-15 13:32:27.590,01:13:44.610000,
1114,2008-04-15 12:37:37.010,2008-04-15 12:40:02.990,,00:02:25.980000
1114,2008-04-15 12:41:56.990,2008-04-15 12:42:05.000,,00:00:08.010000
1114,2008-04-15 13:30:27.980,2008-04-15 13:32:24.980,,00:01:57
1224,2008-04-15 13:35:51.980,2008-04-15 13:41:31.490,00:05:39.510000,
1007,2008-04-15 14:00:48.890,2008-04-15 14:03:44.990,00:02:56.100000,
1007,2008-04-15 14:03:54.980,2008-04-15 14:04:02.990,,00:00:08.010000
1007,2008-04-15 14:04:09.980,2008-04-15 14:08:44.990,01:12:10.020000,
1007,2008-04-15 14:08:42.470,2008-04-15 14:08:47.000,,00:00:04.530000
1007,2008-04-15 14:10:52.970,2008-04-15 14:11:13.640,,00:00:20.670000
1007,2008-04-15 14:14:07.970,2008-04-15 14:14:38.960,,00:00:30.990000
1007,2008-04-15 14:31:08.990,2008-04-15 14:33:14.990,,00:02:06
1007,2008-04-15 15:10:28.010,2008-04-15 15:10:32.990,,00:00:04.980000
1007,2008-04-15 15:14:17.210,2008-04-15 15:15:53.990,,00:01:36.780000
1036,2008-04-15 15:17:00.980,2008-04-15 15:21:32.000,00:04:31.020000,
1036,2008-04-15 15:16:20.000,2008-04-15 15:16:51.020,,00:00:31.020000
1036,2008-04-15 15:22:19.010,2008-04-15 16:12:40.970,00:50:21.960000,
1036,2008-04-15 15:21:41.960,2008-04-15 15:22:02.960,,00:00:21
1036,2008-04-15 15:49:44.000,2008-04-15 15:52:00.980,,00:02:16.980000
1036,2008-04-15 16:10:32.990,2008-04-15 16:12:16.010,,00:01:43.020000
1112,2008-04-15 08:20:34.010,2008-04-15 09:35:19.970,01:14:45.960000,
1112,2008-04-15 08:50:32.990,2008-04-15 08:52:00.980,,00:01:27.990000
1112,2008-04-15 08:52:35.990,2008-04-15 08:53:42.890,,00:01:06.900000
1112,2008-04-15 09:32:37.970,2008-04-15 09:34:46.970,,00:02:09
1220,2008-04-15 10:09:22.010,2008-04-15 10:12:47.990,00:03:25.980000,
1220,2008-04-15 10:08:56.000,2008-04-15 10:09:42.980,,00:00:46.980000
1120,2008-04-15 10:14:26.990,2008-04-15 10:17:44.990,00:03:18,
1120,2008-04-15 10:16:02.990,2008-04-15 10:16:18.980,,00:00:15.990000
1120,2008-04-15 10:17:38.990,2008-04-15 10:17:57.980,,00:00:18.990000
